id,role_0,role_1,role_2,role_3
23199,58,13175,1347,306
6233,302,53359,38330,7121
29979,281,24799,38265,1075
2288,86,18032,3325,330
10728,108,20084,5244,534
84661,84,7992,3321,165
10565,32,6499,462,34
8343,27,7020,324,27
8915,68,13058,2029,249
6161,166,30260,5130,8565
2077,21,4340,200,10
51097,28,4004,364,14
4301,70,15445,2204,211
1080,322,29657,50583,1098
2195,30,4013,428,7
25843,96,11547,4083,477
4171,916,88098,401406,17664
4086,184,22269,15996,840
4762,8,1745,17,11
10531,12,2244,62,4
6182,126,13481,4447,3428
1639,252,26398,30650,976
29944,18,2426,151,2
9531,491,44424,118089,2206
23498,7,1041,18,3
9738,70,16211,2131,284
54516,4,53,6,0
51409,19,1331,155,16
11269,172,27449,11909,2797
8349,207,36632,17314,4007
2064,199,24460,18608,1093
74155,1,198,0,0
84186,26,5258,302,23
205564,10,1532,42,3
5568,158,15594,11771,632
8621,54,12195,1291,140
2783,119,18356,6463,558
3150,39,6579,686,55
10991,4,526,6,0
65005,116,8919,3271,3399
51263,88,4516,717,3111
7319,86,13034,3368,287
1029,181,33158,15034,1256
151636,33,6794,461,67
84733,68,11581,2005,273
375791,566,22818,154498,5397
51547,666,72819,211176,10269
2120,36,10165,563,67
76804,2,273,1,0
6423,10,1131,34,11
10296,22,3076,168,63
6714,523,54064,130832,5671
51792,96,5957,4314,246
91010,9,5142,30,6
54870,68,13616,2183,95
60682,18,5166,141,12
1676,49,11227,1045,131
9958,153,24871,10996,632
54927,88,20228,3602,226
1734,14,4200,65,26
118,79,15709,2789,292
3398,72,10586,2408,148
8924,222,21029,23905,626
146956,33,5382,495,33
54822,25,3657,286,14
22976,266,32422,33919,1326
10111,119,23373,6193,828
1973,98,27767,3974,779
10775,23,2371,195,58
11102,26,3436,289,36
8342,121,25387,1575,5685
51105,32,6932,412,84
53615,142,21734,8671,1340
4771,66,13491,1973,172
6895,114,17517,5114,1327
99152,36,2314,475,155
996,127,16849,7132,869
65125,215,23884,22243,762
399511,12,1402,29,37
6492,4,1100,3,3
51194,64,12814,1871,145
1810,38,6540,616,87
26580,58,3583,1630,23
10066,25,3083,275,25
6421,232,50010,22709,4087
64840,6,63,13,2
81029,2,158,1,0
10919,158,19764,11518,885
23269,50,6622,1023,202
1778,194,40758,16682,2039
10048,139,25787,9008,583
218,52,2329,1082,244
659,77,4900,2872,54
110648,1,76,0,0
1017,890,94089,377971,17634
2801,455,39036,101584,1701
23450,489,57585,90825,28491
23517,252,34268,19611,12015
8407,128,21833,7254,874
1938,290,53107,30141,11764
5602,105,17052,5037,423
8528,2,922,1,0
56289,29,2385,386,20
7168,140,23135,9038,692
55198,36,4760,608,22
830,270,20944,33281,3034
773,100,7356,4919,31
439,46,9315,905,130
142,284,50326,36741,3445
3884,76,9586,2712,138
3888,25,5560,253,47
3306,102,21957,3876,1275
23254,12,3407,57,9
100529264,4,788,4,2
7428,464,61225,102633,4783
5966,387,36988,72830,1861
245973,31,3322,431,34
387680,32,6647,409,87
100287171,11,1398,43,12
353139,46,5547,416,619
353140,83,6152,2140,1263
10419,358,54496,53850,10053
291,68,17076,1632,646
9457,77,5812,2839,87
84955,31,4998,403,62
167838,58,6375,1489,164
220082,107,9636,5396,275
3006,88,23179,3311,517
10971,462,57868,101326,5165
59,95,19544,4090,375
4734,315,32850,48256,1199
6189,395,59047,54595,23220
55971,38,6733,674,29
23096,5,3253,9,1
6732,347,50693,50598,9433
55584,67,1897,2201,10
207,376,50903,67038,3462
67809,77,6013,2655,271
51669,26,4604,302,23
3182,100,30073,4086,864
8626,141,24395,9144,726
9295,198,29267,9880,9623
1857,190,19814,17435,520
1326,72,15164,2003,553
5608,37,4965,575,91
16412,40,3111,766,14
9185,33,4307,482,46
23013,184,24767,7967,8869
6601,188,36527,14931,2647
3192,691,74069,206900,31495
23196,41,13569,674,146
1385,196,21639,18172,938
8091,28,6884,316,62
1786,107,20510,4953,718
7157,999,102926,478908,19593
2648,133,18980,7729,1049
71710,29,2472,289,117
10464,145,19597,9427,1013
8487,180,32472,9611,6499
253980,29,5341,369,37
5425,43,6194,690,213
3753,6,952,14,1
3757,29,7716,345,61
3667,120,25888,6163,977
857,218,32969,22445,1208
2734,31,8533,332,133
6314,110,13108,5653,342
4147,19,2114,155,16
25788,42,5772,824,37
84832,45,8908,923,67
11060,122,17882,7137,244
1605,51,8436,1175,100
29896,144,28773,8646,1650
22794,39,11912,639,102
10949,101,31873,3614,1436
3021,37,8003,588,78
5928,261,40686,30249,3681
2786,25,1800,140,160
2793,20,997,67,123
9984,210,22862,12958,8987
55596,129,28650,4346,3910
9113,104,15100,5029,327
10413,137,23010,8685,631
10252,88,14153,2895,933
115752,23,3442,169,84
3479,21,1581,197,13
3490,15,599,104,1
22832,140,13916,8700,1030
55559,72,6404,2261,295
25930,40,10017,684,96
128866,118,11710,6455,448
3815,73,9050,2231,397
9402,64,6935,1899,117
25920,60,14341,1465,305
201931,8,517,28,0
10133,97,13543,4437,219
5468,165,26613,12412,1118
7205,248,23749,29975,653
253827,38,7617,684,19
26354,250,40520,16368,14757
4666,58,17915,1479,174
1937,171,33297,13489,1046
5774,41,6258,789,31
11116,144,12499,9466,830
158,66,11643,1979,166
932,31,1721,456,9
9074,2,167,1,0
8740,27,3607,329,22
90196,1,26,0,0
10813,106,21185,4894,671
29911,133,13912,8595,183
7185,304,29634,44803,1253
285093,46,7434,988,47
6430,220,34806,13753,10337
79002,139,17567,1261,8330
10526,96,16945,3525,1035
868,79,15197,2566,515
10765,62,9570,1742,149
2957,71,7942,2236,249
140691,43,6109,879,24
284086,41,8250,751,69
5600,93,17200,3892,386
7407,88,19982,3489,339
6472,453,38571,100916,1462
11190,242,43591,25504,3657
25977,18,3836,125,28
6168,241,38372,15040,13880
25962,180,24188,6735,9375
5984,96,21417,3671,889
1021,158,24345,11608,795
5127,46,12660,890,145
9513,237,40249,21492,6474
9908,67,21641,1865,346
5140,39,3698,724,17
5567,217,25067,22376,1060
3396,246,23092,26601,3534
8089,106,10677,5061,504
157570,28,7207,326,52
388336,15,4027,94,11
9179,37,3386,642,24
95,29,5085,401,5
259215,2,1130,0,1
145508,278,20592,36393,2110
8573,89,9311,3787,129
4090,72,13391,2302,254
23451,444,58201,72753,25593
9131,90,22806,3751,254
3303,351,56956,56345,5080
3559,27,4853,303,48
6776,104,14109,4837,519
8335,108,29490,3229,2549
11034,103,12468,4971,282
26284,29,5907,379,27
91137,7,371,21,0
768,31,5200,427,38
11260,50,10665,1150,75
225207,2,239,1,0
9219,169,27103,12153,2043
22853,13,1693,68,10
10989,269,45478,26918,9128
9733,241,43048,18954,9966
11335,166,23959,12109,1586
29127,135,17943,8116,929
93474,22,4351,217,14
126961,117,16028,6334,452
5993,26,7828,287,38
4137,133,26372,8017,761
4741,37,6922,601,65
4539,54,2135,135,1296
9610,51,9709,1200,75
3783746,153,30595,9607,2021
4736,252,44361,17756,13870
9221,199,40694,12758,6943
152185,157,13613,11451,795
84946,29,11205,327,79
8874,50,10408,1052,173
9731,73,6091,2394,234
51633,32,4243,479,17
10973,35,11937,514,81
5429,44,11678,812,134
63922,27,7267,253,98
8767,90,17891,3493,512
115207,28,5977,360,18
4629,49,8632,1088,88
10096,98,19726,3913,840
25060,5,200,10,0
5730,34,5555,521,40
1490008,4,830,5,1
5058,159,25701,11857,704
7957,21,2814,198,12
90550,19,3953,155,16
10651,26,5146,276,49
25813,36,5916,549,81
5747,198,28136,18160,1343
55171,9,4782,31,5
386677,114,7418,5338,1103
22924,50,6150,1154,71
90417,44,8700,884,62
114336,41,6225,605,215
284001,130,10707,8031,354
197342,4,758,5,1
57697,37,7225,515,151
65991,21,4268,206,4
7353,86,13219,3373,282
29882,64,8703,1621,395
4311,155,24185,9273,2662
9149,66,9144,2011,134
221937,82,11772,3042,279
9654,4,2933,4,2
4087,392,41013,74005,2631
51382,46,5367,941,94
2956,87,15658,3200,541
5710,200,30536,17419,2481
2151,15,3624,81,24
2534,408,32364,80390,2638
4929,33,5463,485,43
5915,35,3380,515,80
5930,87,13512,3593,148
3356,22,2146,224,7
2912,14,1533,89,2
10289,171,23692,13699,836
6223,233,45506,17403,9625
51160,68,10305,2131,147
613,95,23270,3809,656
7105,13,1129,70,8
2671,19,2704,156,15
10920,53,11053,931,447
9851,132,9666,7497,1149
1856,139,23885,9053,538
3676,527,69700,127719,10882
11236,19,2261,149,22
3638,20,4021,139,51
2804,42,6216,835,26
84105,42,6153,831,30
147700,80,8948,3008,152
51334,6,3469,13,2
2067,30,4629,387,48
5893,56,13431,1342,198
5092,94,14387,4228,143
53353,15,4085,97,8
1892,96,16195,4154,406
150472,13,2684,69,9
9525,50,8428,1072,153
23107,222,36393,15742,8789
6188,395,62145,56474,21341
8464,41,5641,470,350
93624,22,1865,126,105
1400,108,15187,5573,205
8445,60,13957,1600,170
10539,114,14548,6046,395
55156,41,6755,788,32
816,88,9278,3645,183
6124,326,50672,33583,19392
28957,111,10767,2737,3368
51649,183,30297,9418,7235
51393,2,14,1,0
7442,12,3501,50,16
23770,102,16798,4520,631
6745,99,22087,3838,1013
50809,71,24527,1990,495
6651,78,19913,2315,688
137872,24,1159,182,94
2776,87,4007,3646,95
4288,58,16498,1425,228
6280,88,20464,3248,580
6279,52,13075,1219,107
90060,95,13454,4123,342
93436,56,8569,1417,123
80831,7,3301,2,19
8904,52,7457,1252,74
4609,581,70515,162104,6386
23085,66,13719,1991,154
273,53,8073,1228,150
84859,33,6144,439,89
6352,45,4946,954,36
1230,30,1667,426,9
10284,149,24248,9485,1541
6428,147,36487,8822,1909
25953,95,7513,4404,61
54793,89,13892,3586,330
51316,26,6070,281,44
5356,208,29013,9923,11605
55599,33,7532,209,319
6635,173,30598,8989,5889
6443,24,671,258,18
80833,7,559,21,0
5609,69,10913,2165,181
844,1,68,0,0
55093,307,22893,46262,709
653188,18,2274,145,8
23592,34,6228,540,21
3906,10,2185,43,2
7266,96,19333,4055,505
23230,15,3650,94,11
23368,98,12045,4512,241
26009,37,5083,612,54
10514,253,46728,18247,13631
821,208,32490,20203,1325
10612,31,4758,432,33
65264,51,9810,1216,59
4976,37,14119,597,69
9585,22,4494,221,10
54407,25,6989,263,37
64377,32,1406,491,5
10082,8,290,28,0
72,123,24571,2052,5451
1444,3,108,3,0
23352,84,19052,3237,249
10486,21,4004,188,22
5723,21,2473,203,7
8233,63,11217,1422,531
56905,14,5132,88,3
1488,147,18723,10295,436
8655,292,26901,41532,954
60416,1,291,0,0
10938,66,6982,2019,126
85359,25,2603,287,13
149951,15,1825,51,54
54951,22,3293,148,83
404281,5,1933,6,4
6804,176,9261,14941,459
83862,13,1414,73,5
8241,191,38539,13283,4862
8161,108,18205,5494,284
64837,72,12118,2355,201
348,68,9653,2126,152
56172,2,342,1,0
10521,288,56460,28111,13217
7857,10,1513,41,4
285753,81,13523,2836,404
51366,134,23561,8371,540
107995,37,3290,526,140
2632,30,3219,426,9
3741,33,5590,460,68
3739,25,3132,247,53
51371,36,5513,391,239
353131,64,5915,1169,847
353141,50,5669,686,539
8735,25,2420,295,5
8569,68,12026,2196,82
7454,100,13649,4510,440
8936,54,9551,1239,192
8736,14,3139,80,11
309,107,24118,3061,2610
5727,102,7045,5092,59
79770,29,2184,402,4
26002,17,1335,131,5
51090,21,3790,188,22
86,155,28038,10188,1747
79718,69,15129,2012,334
23515,17,1809,135,1
55635,7,2113,19,2
10320,124,14544,7261,365
221120,48,10304,1016,112
255426,4,881,3,3
84307,35,1023,486,109
55311,30,3006,384,51
3216,18,3150,141,12
6205,255,47928,19219,13166
6165,234,35508,13572,13689
433,93,5159,4195,83
26984,67,3408,2155,56
2256,5,900,10,0
79618,99,12974,4644,207
2859,5,402,10,0
2775,53,5009,1296,82
255374,11,1147,53,2
17827,19,2224,164,7
23640,59,11341,1505,206
1998,17,6983,124,12
10915,197,29450,9791,9515
51428,182,24845,5670,10801
10016,119,24284,6476,545
356,106,11840,5329,236
2962,120,20024,6105,1035
5437,96,14339,3513,1047
29894,64,17551,1714,302
5096,19,4917,155,16
14251,62,5045,1643,248
55209,14,3677,83,8
23641,114,12259,6206,235
85285,26,1998,246,79
353144,47,6191,641,440
7531,424,55997,85104,4572
1975,131,26967,7027,1488
2688,87,12061,3562,179
5709,180,30051,12785,3325
401036,23,3284,241,12
2915,20,3288,178,12
5579,200,24777,18924,976
10226,82,9241,3164,157
90678,65,7847,1978,102
92799,26,8501,288,37
10489,27,7841,296,55
9362,15,3273,100,5
3735,147,31977,7077,3654
4145,13,5617,53,25
10947,18,2633,47,106
282991,33,3571,388,140
25809,18,890,123,30
54839,24,4873,194,82
259173,7,473,17,4
498301,2,109,0,1
54505,26,6411,297,28
57511,73,7158,2528,100
57169,29,6392,400,6
5717,147,27453,8648,2083
55791,159,14991,12229,332
6059,241,33731,27695,1225
4000,256,45629,30418,2222
26,54,2135,1107,324
10950,10,1483,40,5
1111,92,20734,3683,503
11835,8,827,28,0
83608,11,3676,53,2
409,364,56242,60694,5372
9774,99,27872,4175,676
11277,20,5558,166,24
6748,119,22408,5524,1497
1780,55,8397,1379,106
54361,27,3739,343,8
7024,130,14036,8218,167
5245,356,58313,48239,14951
6187,422,55188,66627,22204
10540,115,20428,5949,606
832,128,26384,7245,883
7791,97,14456,4369,287
10128,201,43857,15793,4307
60,464,70236,98208,9208
23363,617,76950,175681,14355
158078,73,8629,2590,38
1896,65,4208,2037,43
27125,34,3932,461,100
117144,104,10849,4655,701
83431,16,765,116,4
29015,14,452,91,0
9682,50,7750,988,237
8350,307,30970,44735,2236
2890,43,6110,814,89
5580,232,33855,25151,1645
51741,325,40278,50370,2280
10285,173,21506,5679,9199
81850,190,10263,16369,1586
83899,138,10218,7572,1881
23677,37,6085,625,41
117178,246,26757,28243,1892
998,303,32409,44529,1224
10071,2,628,1,0
27185,207,17972,20752,569
7204,30,5802,398,37
284695,188,36080,8897,8681
57606,50,12322,1142,83
27230,29,4431,382,24
100352737,2,76,1,0
9049,46,6639,947,88
64581,37,1744,622,44
55048,107,14428,5288,383
122183,92,7054,3837,349
9040,134,31275,5664,3247
10286,234,32132,17148,10113
3658,28,5980,350,28
28988,51,8393,1148,127
10785,42,4211,777,84
4793,109,24809,4787,1099
7311,291,47158,35985,6210
10241,200,20904,19366,534
55138,134,19945,8432,479
4722,106,17493,3824,1741
7322,255,25766,31102,1283
202559,89,15592,3473,443
401431,12,1360,65,1
5618,23,4993,225,28
3717,134,18560,7941,970
682,152,17128,11199,277
6936,22,5161,196,35
1943,9,390,35,1
102,27,3449,339,12
26993,97,21345,4329,327
448834,117,12667,6123,663
4232,21,3807,205,5
9638,60,4712,1692,78
4599,44,7821,878,68
401250,2,230,1,0
7337,176,28821,14572,828
6427,257,42358,21877,11019
6801,74,13680,2202,499
10574,189,35781,15943,1823
1915,611,77231,160699,25656
26608,136,30558,3276,5904
51082,58,8483,1222,431
64425,60,9033,1377,393
127703,65,7768,1975,105
27494,7,1000,17,4
84451,8,852,28,0
373509,25,4925,282,18
5825,70,13823,2299,116
8266,306,49587,40655,6010
8864,26,6206,250,75
2886,55,8167,1401,84
200845,31,6132,431,34
10454,170,31820,12533,1832
64101,40,6688,38,742
3178,699,83567,215091,28860
2969,147,32322,9644,1087
6199,207,40242,19098,2223
3105,102,17147,4848,303
51744,28,1818,369,9
6227,143,29752,5035,5118
6854,24,4318,218,58
8802,35,2343,467,128
8801,60,5163,1564,206
2275,180,16062,15688,422
343263,7,719,21,0
14,31,5092,444,21
10076,10,1118,39,6
7083,180,20454,15704,406
4953,22,3038,195,36
3020,131,20124,7626,889
23523,27,4496,310,41
4128,43,1465,594,309
6817,55,4514,1290,195
55759,61,9377,1630,200
17130,3,686,1,2
10235,6,2357,14,1
79607,35,3512,580,15
377630,11,1054,49,6
392197,4,20,4,2
9529,46,7926,995,40
147872,108,4477,5734,44
4286,39,9914,665,76
22950,26,8120,297,28
3611,252,35393,30226,1400
84246,84,10766,2521,965
5434,124,22462,6361,1265
83932,90,15589,3675,330
2549,51,9692,990,285
11036,25,2026,291,9
9349,394,54618,55654,21767
338785,37,5990,610,56
644186,6,447,13,2
10642,256,45879,17536,15104
5121,6,1417,11,4
163688,2,43,1,0
23210,77,10634,2745,181
127428,6,3403,14,1
203259,29,3109,385,21
92935,7,2532,21,0
286940,99,9629,4363,488
5339,105,24464,4820,640
55068,15,2356,99,6
960,98,16522,4326,427
573,82,13755,3028,293
5467,52,9117,1192,134
8202,132,25832,7525,1121
23394,49,10818,1064,112
79885,132,14795,8348,298
55216,42,7674,797,64
57018,22,5249,199,32
6154,306,43874,27704,18961
6209,183,31974,8146,8507
7020,98,19055,4419,334
5563,169,18030,13727,469
414236,49,5062,1034,142
1869,140,23066,8777,953
84456,66,8574,2069,76
84790,175,35413,13412,1813
6510,55,12060,1438,47
648,397,48979,74652,3954
11171,101,22615,4554,496
5685,117,20333,4923,1863
81027,185,33366,9863,7157
4728,89,6595,2321,1595
7386,132,8420,7139,1507
9020,152,33832,8482,2994
28952,76,8291,2649,201
4212,49,5806,1123,53
56917,2,51,0,1
6491,79,9016,2895,186
5976,238,46253,20244,7959
50850,41,2900,750,70
1063,42,7834,819,42
2208,10,782,39,6
3689,86,12826,3412,243
3654,153,26638,10650,978
3315,433,58117,89828,3700
164,60,7910,1582,188
9322,65,8772,1987,93
51639,265,37487,20486,14494
6230,174,40420,8547,6504
134266,11,2594,48,7
79133,14,659,83,8
25870,11,3058,51,4
1191,121,21164,6948,312
2202,39,8425,697,44
284058,46,9201,952,83
11244,65,13445,1890,190
3710,46,7080,911,124
56897,31,8661,410,55
5424,91,18796,3547,548
3014,305,52568,40149,6211
55775,13,3302,55,23
3191,220,48746,15362,8728
56950,36,8800,572,58
10363,85,13023,3282,288
5074,50,8018,1130,95
6836,53,10260,1248,130
5586,76,12407,2707,143
11157,31,6161,356,109
6626,252,38961,20130,11496
84991,182,25169,6937,9534
1213,353,56182,57918,4210
9181,61,18844,1596,234
4998,72,13932,2269,287
55178,39,9275,667,74
25959,188,24731,16469,1109
118490,19,2272,146,25
1665,406,56426,61089,21126
12412,150,15333,10667,508
98488,5,633,2,8
2976,51,9929,1113,162
1270,18,2690,140,13
55871,59,2404,1685,26
54778,67,12282,2033,178
7508,51,9801,1125,150
126119,14,2480,88,3
6595,147,21010,9018,1713
26986,502,63975,97316,28435
10056,104,23757,2588,2768
3326,541,81429,124764,21306
3069,75,15277,2567,208
55737,77,17874,2666,260
7316,1645,99024,1335962,16228
171023,19,8065,143,28
26260,193,26540,17632,896
1059,76,12759,2129,721
8940,45,5573,938,52
81550,31,6832,386,79
6840,134,19986,8042,869
63940,43,4104,876,27
57167,4,1969,6,0
658,120,8466,6866,274
9459,45,8026,895,95
10159,107,9219,5470,201
23256,53,12388,1220,158
2176,50,9179,978,247
8777,50,4988,1133,92
3500,86,10596,3474,181
2099,787,91125,292234,17057
23598,88,11119,3575,253
10969,249,38473,17915,12961
57019,47,5651,963,118
10204,53,9225,1281,97
222389,80,8654,3006,154
70405,144,12918,9278,1018
1211,83,20081,2801,602
16576,7,859,21,0
57835,61,15259,0,1830
7113,58,1641,1628,25
254263,2,210,1,0
1992,13,3927,72,6
3704,60,8450,1653,117
18129,1,32,0,0
51162,33,3230,513,15
6657,349,30920,59269,1457
51691,66,6517,2014,131
6502,133,24844,7856,922
9817,132,18084,8355,291
64135,20,3696,176,14
10483,52,12377,1175,151
896,60,10379,1595,175
7549,8,3488,24,4
64968,91,7602,1047,3048
9553,83,3771,446,2957
56616,52,7536,1242,84
332,42,10500,742,119
353142,58,6096,1075,578
116940,20,1136,187,3
338657,17,2461,124,12
3476,132,16033,8224,422
10101,63,8684,1842,111
1647,92,13224,3969,217
983,413,55587,81178,3900
81669,60,6930,1718,52
27161,140,28448,8100,1630
63935,13,3320,73,5
130617,21,3811,159,51
9861,122,17528,5569,1812
51321,11,228,55,0
6125,280,48235,25427,13633
84707,83,12055,3240,163
79834,15,3538,88,17
1917,165,35094,9737,3793
84548,57,3343,1571,25
23545,22,4352,214,17
10713,199,29345,10230,9471
7726,61,11233,1750,80
3376,109,28070,5046,840
9559,98,11611,4487,266
170679,1,65,0,0
7936,36,7798,547,83
4641,196,27405,17188,1922
91624,40,8164,541,239
54464,113,17422,5882,446
3094,75,9143,2440,335
387522,45,7820,899,91
10480,106,25708,2741,2824
3607,115,12235,6144,411
1108,151,28935,9765,1560
6456,78,7261,2873,130
69957,46,2953,862,173
4085,81,10737,3004,236
8243,146,24919,9648,937
8819,95,12494,3470,995
841,194,25977,17592,1129
23774,43,6086,798,105
5553,63,3724,1919,34
3949,31,3174,442,23
93643,20,5576,180,10
7019,31,12100,403,62
4134,68,18159,2022,256
5336,124,14792,6690,936
54206,24,8432,243,33
2638,16,2297,113,7
8029,13,1602,70,8
9145,8,898,26,2
9612,136,17842,8152,1028
8220,186,23742,6488,10717
10657,189,33492,16492,1274
7409,91,13535,3549,546
10946,239,33840,16275,12166
3608,451,60783,79719,21756
5013,138,9759,8253,1200
7306,9,862,31,5
342371,66,7598,2072,73
84632,10,3825,32,13
1822,137,14209,9022,294
23145,6,251,15,0
382,143,21042,9675,478
1131,12,1280,62,4
63967,35,5494,546,49
9218,222,24662,23188,1343
4720,90,14277,2387,1618
408,312,43737,46040,2476
285855,16,8357,92,28
4438,13,2304,65,13
7411,68,9420,2111,167
79744,4,1378,5,1
56658,75,13664,2621,154
6198,81,19904,2889,351
8667,84,20702,2821,665
10569,187,24303,6712,10679
55643,47,9584,978,103
83858,141,33164,3918,5952
10542,54,8380,1372,59
154,274,34476,35818,1583
2645,29,1244,370,36
51291,5,1585,10,0
571,49,11776,1042,134
65008,119,11410,3601,3420
84545,102,8682,1896,3255
2002,61,15225,1613,217
2005,16,4938,91,29
22822,42,12626,673,188
5582,153,19633,11276,352
5587,61,12726,1554,276
10900,30,3497,428,7
84897,10,1139,40,5
23322,151,15367,10693,632
10049,58,16856,1483,170
10013,257,41554,31261,1635
7874,311,41964,46342,1863
55768,24,6544,251,25
11124,110,19806,5479,516
3965,74,4588,2605,96
9497,20,4481,181,9
114548,51,5386,1247,28
126206,9,841,34,2
1642,380,56642,64916,7094
55626,93,17033,3590,688
9782,311,55537,36766,11439
115426,53,10985,1173,205
5788,82,12430,2927,394
10146,131,33276,7608,907
10026,14,1968,60,31
23367,91,28527,3157,938
